201,72
202,78
203,90
204,74
205,94
206,88
207,78
208,86
209,76
210,86
211,76
212,76
213,80
214,86
215,78
216,86
217,84
218,72
219,78
220,80
221,72
222,78
223,80
224,80
225,74
226,76
227,74
228,80
229,82
230,84
231,84
232,84
233,68
234,76
235,78
236,80
237,80
238,80
239,70
240,82
241,80
242,74
243,82
244,74
245,70
246,80
247,56
248,74
249,68
250,82
251,72
252,84
253,82
254,74
255,70
256,66
257,74
258,84
259,76
260,80
261,74
262,74
263,84
264,66
265,76
266,64
267,76
268,76
269,78
270,84
271,80
272,78
273,72
274,80
275,88
276,94
277,74
278,84
279,70
280,78
281,74
282,78
283,82
284,82
285,90
286,88
287,86
288,86
289,80
290,84
291,86
292,82
293,90
294,82
295,86
296,90
297,84
298,78
299,76
300,82
301,86
302,88
303,80
304,72
305,82
306,82
307,86
308,84
309,76
310,82
311,78
312,82
313,80
314,88
315,80
316,80
317,76
318,80
319,78
320,82
321,86
322,84
323,86
324,72
325,72
326,82
327,78
328,76
329,84
330,90
331,80
332,88
333,72
334,80
335,82
336,72
337,88
338,82
339,86
340,80
341,94
342,86
343,86
344,92
345,92
346,88
347,88
348,78
349,78
350,90
351,82
352,84
353,82
354,90
355,92
356,92
357,84
358,84
359,82
360,78
361,76
362,78
363,80
364,88
365,80
366,84
367,72
368,80
369,80
370,80
371,96
372,84
373,88
374,74
375,82
376,94
377,74
378,88
379,84
380,82
381,84
382,72
383,80
384,80
385,80
386,88
387,94
388,84
389,86
390,84
391,88
392,86
393,84
394,88
395,76
396,82
397,84
398,76
399,80
400,80
401,78
402,82
403,86
404,94
405,86
406,86
407,88
408,76
409,88
410,82
411,88
412,88
413,88
414,78
415,80
416,80
417,86
418,84
419,86
420,84
421,88
422,66
423,88
424,80
425,86
426,78
427,86
428,86
429,78
430,84
431,90
432,82
433,80
434,84
435,86
436,84
437,86
438,82
439,96
440,94
441,82
442,82
443,90
444,88
445,90
446,88
447,82
448,86
449,92
450,94
451,90
452,92
453,94
454,82
455,94
456,88
457,80
458,92
459,84
460,86
461,84
462,82
463,84
464,94
465,86
466,92
467,78
468,90
469,90
470,94
471,88
472,80
473,88
474,88
475,78
476,86
477,88
478,94
479,92
480,88
481,88
482,86
483,82
484,82
485,86
486,88
487,88
488,76
489,86
490,86
491,88
492,88
493,94
494,80
495,92
496,92
497,82
498,88
499,84
500,88
501,86
502,84
503,92
504,86
505,88
506,82
507,74
508,82
509,82
510,86
511,86
512,90
513,90
514,84
515,86
516,96
517,80
518,88
519,84
520,90
521,84
522,86
523,86
524,92
525,88
526,78
527,92
528,84
529,90
530,92
531,82
532,94
533,88
534,96
535,92
536,90
537,92
538,98
539,92
540,88
541,88
542,90
543,90
544,80
545,84
546,84
547,88
548,86
549,92
550,90
551,88
552,86
553,92
554,94
555,88
556,82
557,90
558,92
559,80
560,88
561,86
562,86
563,88
564,90
565,94
566,78
567,84
568,90
569,96
570,92
571,88
572,94
573,90
574,94
575,92
576,92
577,90
578,90
579,94
580,90
581,90
582,82
583,98
584,90
585,82
586,86
587,82
588,92
589,94
590,92
591,90
592,86
593,84
594,86
595,86
596,90
597,90
598,82
599,78
600,96
601,96
602,90
603,92
604,80
605,90
606,88
607,94
608,92
609,88
610,82
611,90
612,90
613,80
614,92
615,94
616,100
617,94
618,92
619,90
620,88
621,86
622,88
623,86
624,82
625,86
626,96
627,88
628,86
629,88
630,82
631,86
632,86
633,86
634,92
635,94
636,92
637,88
638,88
639,88
640,94
641,84
642,88
643,90
644,90
645,94
646,92
647,86
648,92
649,94
650,88
651,92
652,90
653,90
654,80
655,90
656,84
657,86
658,88
659,86
660,88
661,80
662,76
663,94
664,90
665,84
666,82
667,92
668,88
669,84
670,94
671,92
672,90
673,84
674,86
675,88
676,82
677,92
678,92
679,88
680,94
681,94
682,88
683,88
684,90
685,86
686,82
687,90
688,88
689,90
690,94
691,90
692,78
693,92
694,90
695,88
696,94
697,90
698,88
699,94
700,76
701,92
702,88
703,92
704,90
705,88
706,98
707,96
708,94
709,84
710,94
711,94
712,90
713,92
714,80
715,84
716,88
717,88
718,86
719,96
720,90
721,94
722,94
723,88
724,94
725,96
726,92
727,88
728,94
729,92
730,90
731,86
732,88
733,90
734,84
735,90
736,82
737,92
738,88
739,90
740,88
741,88
742,94
743,90
744,90
745,96
746,92
747,96
748,88
749,84
750,86
751,88
752,82
753,88
754,86
755,90
756,88
757,86
758,86
759,92
760,90
761,78
762,92
763,90
764,90
765,90
766,90
767,96
768,90
769,84
770,86
771,100
772,88
773,90
774,84
775,90
776,90
777,90
778,82
779,88
780,88
781,86
782,90
783,86
784,90
785,92
786,76
787,82
788,88
789,88
790,94
791,88
792,90
793,94
794,88
795,94
796,86
797,86
798,86
799,86
800,88
801,92
802,94
803,90
804,90
805,78
806,88
807,92
808,88
809,84
810,90
811,84
812,90
813,88
814,90
815,94
816,80
817,88
818,88
819,90
820,90
821,78
822,86
823,90
824,96
825,78
826,92
827,90
828,88
829,84
830,88
831,80
832,88
833,82
834,90
835,86
836,92
837,82
838,94
839,84
840,82
841,88
842,90
843,92
844,88
845,82
846,90
847,82
848,84
849,94
850,94
851,86
852,90
853,88
854,90
855,86
856,90
857,90
858,94
859,90
860,88
861,86
862,78
863,90
864,80
865,94
866,90
867,94
868,98
869,96
870,94
871,90
872,88
873,94
874,86
875,92
876,80
877,94
878,96
879,96
880,90
881,94
882,86
883,82
884,92
885,88
886,80
887,84
888,88
889,88
890,84
891,90
892,82
893,96
894,82
895,84
896,82
897,92
898,88
899,84
900,92
901,92
902,90
903,90
904,92
905,82
906,80
907,100
908,88
909,84
910,94
911,86
912,92
913,90
914,98
915,86
916,96
917,92
918,90
919,92
920,92
921,94
922,86
923,94
924,82
925,94
926,88
927,98
928,96
929,90
930,94
931,94
932,92
933,96
934,94
935,86
936,92
937,90
938,88
939,82
940,84
941,94
942,92
943,86
944,88
945,80
946,80
947,94
948,90
949,92
950,96
951,88
952,94
953,88
954,90
955,88
956,88
957,92
958,88
959,88
960,80
961,96
962,86
963,90
964,90
965,86
966,84
967,78
968,88
969,88
970,90
971,86
972,90
973,92
974,92
975,92
976,94
977,90
978,88
979,98
980,90
981,84
982,80
983,88
984,94
985,90
986,84
987,88
988,94
989,90
990,78
991,92
992,84
993,84
994,90
995,94
996,90
997,80
998,98
999,88
1000,78
1001,90
1002,86
1003,92
1004,88
1005,88
1006,90
1007,86
1008,92
1009,92
1010,92
1011,88
1012,94
1013,94
1014,92
1015,90
1016,90
1017,88
1018,94
1019,82
1020,90
1021,90
1022,86
1023,86
1024,86
1025,86
1026,72
1027,84
1028,88
1029,86
1030,80
1031,88
1032,84
1033,92
1034,86
1035,86
1036,88
1037,96
1038,80
1039,80
1040,88
1041,96
1042,90
1043,90
1044,94
1045,90
1046,76
1047,86
1048,74
1049,86
1050,82
1051,86
1052,92
1053,90
1054,82
1055,86
1056,84
1057,92
1058,78
1059,92
1060,82
1061,88
1062,90
1063,90
1064,90
1065,78
1066,82
1067,86
1068,90
1069,84
1070,90
1071,78
1072,82
1073,84
1074,90
1075,86
1076,88
1077,86
1078,86
1079,80
1080,88
1081,98
1082,88
1083,88
1084,84
1085,90
1086,86
1087,82
1088,86
1089,86
1090,82
1091,84
1092,92
1093,92
1094,80
1095,88
1096,90
1097,86
1098,98
1099,78
1100,94
1101,88
1102,84
1103,88
1104,90
1105,76
1106,94
1107,90
1108,86
1109,90
1110,88
1111,84
1112,84
1113,72
1114,78
1115,86
1116,94
1117,90
1118,88
1119,90
1120,86
1121,86
1122,82
1123,84
1124,72
1125,88
1126,86
1127,82
1128,90
1129,80
1130,88
1131,90
1132,80
1133,78
1134,84
1135,86
1136,88
1137,84
1138,84
1139,86
1140,78
1141,76
1142,86
1143,96
1144,86
1145,86
1146,78
1147,82
1148,90
1149,94
1150,84
1151,82
1152,84
1153,92
1154,84
1155,90
1156,82
1157,90
1158,84
1159,84
1160,80
1161,80
1162,78
1163,72
1164,84
1165,88
1166,86
1167,84
1168,72
1169,86
1170,84
1171,70
1172,82
1173,80
1174,84
1175,82
1176,94
1177,78
1178,80
1179,78
1180,88
1181,78
1182,78
1183,78
1184,80
1185,62
1186,82
1187,76
1188,84
1189,86
1190,74
1191,94
1192,82
1193,88
1194,82
1195,88
1196,82
1197,88
1198,84
1199,88
1200,82
1201,88
1202,90
1203,86
1204,88
1205,84
1206,84
1207,80
1208,84
1209,78
1210,84
1211,88
1212,80
1213,92
1214,90
1215,90
1216,86
1217,82
1218,76
1219,90
1220,90
1,0
1,0
2,0
1,0
2,0
3,2
4,0
5,0
1,0
1,0
2,0
3,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,2
29,4
30,2
31,4
32,2
33,2
34,4
35,2
36,0
37,0
38,2
39,6
40,2
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
